ID,路径,公司名称,单证类型,模板类型,多页标记,纯表格,坐标序号,X坐标,Y坐标,宽度,高度,坐标特征,数据属性.表名,数据属性.表名(中文),数据属性.列名,数据属性.列名(中文),创建时间
5762,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,11,662,1868,410,30,表体外框,,,,,2016/8/23 13:45:02
5763,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,12,1325,1865,280,46,表体外框,,,,,2016/8/23 13:45:02
5764,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,13,1729,1868,223,38,表体外框,,,,,2016/8/23 13:45:02
5765,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,14,2188,1869,168,46,表体外框,,,,,2016/8/23 13:45:02
5766,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,15,1724,670,632,59,表体外框,,,,,2016/8/23 13:45:02
5767,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,16,1306,726,311,53,表体外框,,,,,2016/8/23 13:45:02
5768,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,17,1304,779,1053,104,表体外框,,,,,2016/8/23 13:45:02
5769,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,18,1307,879,387,47,表体外框,,,,,2016/8/23 13:45:02
5770,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,19,1303,928,1054,198,表体外框,,,,,2016/8/23 13:45:02
5771,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,20,1306,1125,259,47,表体外框,,,,,2016/8/23 13:45:02
5772,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,21,126,1705,342,50,表体外框,,,,,2016/8/23 13:45:02
5773,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,22,123,1755,570,94,表体外框,,,,,2016/8/23 13:45:02
5774,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,23,699,1712,399,52,表体外框,,,,,2016/8/23 13:45:02
5775,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,24,699,1760,594,96,表体外框,,,,,2016/8/23 13:45:02
5776,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,25,1304,633,435,38,表体外框,,,,,2016/8/23 13:45:02
5777,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,26,1306,670,421,59,表体外框,,,,,2016/8/23 13:45:02
5778,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,27,126,1220,274,50,表体外框,,,,,2016/8/23 13:45:02
5779,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,28,133,1270,1165,279,表体外框,,,,,2016/8/23 13:45:02
5780,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,29,130,1559,357,57,表体外框,,,,,2016/8/23 13:45:02
5781,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,30,699,1561,356,61,表体外框,,,,,2016/8/23 13:45:02
5782,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,31,130,1619,571,86,表体外框,,,,,2016/8/23 13:45:02
5783,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,32,701,1623,593,85,表体外框,,,,,2016/8/23 13:45:02
5784,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,33,1732,2961,637,208,表体外框,,,,,2016/8/23 13:45:02
5785,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,34,124,2921,434,56,表体外框,,,,,2016/8/23 13:45:02
5786,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,35,187,2984,452,69,表体外框,,,,,2016/8/23 13:45:02
5787,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,36,185,3059,400,47,表体外框,,,,,2016/8/23 13:45:02
5788,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,37,184,3111,265,39,表体外框,,,,,2016/8/23 13:45:02
5789,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,38,178,3157,293,47,表体外框,,,,,2016/8/23 13:45:02
5790,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,39,1382,3120,242,44,表体外框,,,,,2016/8/23 13:45:02
5791,D:\Bill_template\FP\上海化优FP20160823115816.jpg,上海化优,,复杂模版,FALSE,FALSE,40,1783,3173,347,36,表体外框,,,,,2016/8/23 13:45:02
